molecule_chembl_id,canonical_smiles,inchi_key,pchembl_value,document_chembl_id
CHEMBL4288077,CC1(c2ccc(F)cc2)NC(=O)N(CC(O)CN2CCN(Cc3ccccc3)CC2)C1=O,AARLSAHQVGPBSH-UHFFFAOYSA-N,4.7,CHEMBL4257531
CHEMBL373873,Cc1c(C(=O)NCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)nnn1Cc1ccccc1,AARWRAFDYZSYPD-UHFFFAOYSA-N,7.63,CHEMBL1141401
CHEMBL5927481,COC(CN1CCc2sc(OCC(F)(F)F)nc2C1)[C@H]1CC[C@H](NC(=O)c2cccc3nn(C)cc23)CC1,AASBFJIEFSDMGW-VHPWLNBFSA-N,6.57,CHEMBL5729591
CHEMBL4241050,O=S(=O)(c1cccc2ncccc12)N1CCC[C@H]1CCN1CCC(c2noc3cc(F)ccc23)CC1,AAYBHLNWKYXETD-NRFANRHFSA-N,8.77,CHEMBL4229332
CHEMBL4250475,O=S(=O)(c1cccc2ncccc12)N1CCC[C@@H]1CCN1CCC(c2noc3cc(F)ccc23)CC1,AAYBHLNWKYXETD-OAQYLSRUSA-N,8.7,CHEMBL4229332
CHEMBL1258494,COc1ccccc1N1CCN(CCCCNC(=O)c2cc(C)ccc2C)CC1,AAYMNPGQEZYHNE-UHFFFAOYSA-N,7.715,CHEMBL1255217
CHEMBL3818128,Cl.Fc1ccc(CCCCN2CCc3ccccc3C2)cc1,ABCIREFWVKRPQQ-UHFFFAOYSA-N,6.5,CHEMBL3817758
CHEMBL4650337,CNC[C@@H]1OCCc2ccsc21,ABDDQTDRAHXHOC-QMMMGPOBSA-N,4.81,CHEMBL5233201
CHEMBL1934127,CC(=O)N[C@@H]1CC2(CCN(Cc3ccc4[nH]c5ccc(Cl)cc5c4c3)CC2)c2ccccc21,ABFFVPNTRSSMPE-HHHXNRCGSA-N,6.3,CHEMBL1932960
CHEMBL4465281,CCN(CC)C(=O)N[C@H]1CC[C@H](CCN2CCc3ccccc3C2)CC1,ABHDCLDAAZIPMQ-XGAFWQRZSA-N,6.92,CHEMBL4393669
CHEMBL3642760,O=CN[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,ABHVAQKOVOLZPM-QAQDUYKDSA-N,6.08,CHEMBL3639183
CHEMBL3642769,CCCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,ABKVEMFUXMVUSG-WGSAOQKQSA-N,6.08,CHEMBL3639183
CHEMBL5816455,CC1C(SCCCN2CC3CCN(c4ccccc4C(F)(F)F)C3C2)=NN=C1c1ccccc1,ABNHJZFZKGLSKZ-UHFFFAOYSA-N,6.48,CHEMBL5727594
CHEMBL221681,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3cc(Br)ccc3o2)CC1,ABNWTYHEAATIEC-UHFFFAOYSA-N,7.02,CHEMBL1141401
CHEMBL4085780,O=C1CCc2ccccc2N1CCCN1CCN(c2ccccc2)CC1,ABOBMBIQQPJTMJ-UHFFFAOYSA-N,5.96,CHEMBL4043296
CHEMBL3664844,O=C(CC1(O)CCOCC1)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3OCO4)CC2)CC1,ABOYXIDEOWOTGI-AQYVVDRMSA-N,6.51,CHEMBL3638396
CHEMBL105512,CCCN(CCC)C1CCc2nc(N)sc2C1,ABRFKTAFRQVZBR-UHFFFAOYSA-N,6.785,CHEMBL1128506
CHEMBL564347,CN(CCN1CCN(c2ccc3c(c2)OCO3)C1=O)C[C@]12CC[C@H](CC1)C2(C)C,ABSKTFYOWZQKEU-LBEPJEHYSA-N,5.8,CHEMBL1153053
CHEMBL4097395,Cc1nc2n(c(=O)c1CCN1CCN(c3nccc4sccc34)CC1)CCCC2O,ABTOFZCPUPVFTQ-UHFFFAOYSA-N,7.7,CHEMBL4043141
CHEMBL2059319,O=C1CCc2ccc(F)cc2N1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,ABUDXXYFKLCSKO-UHFFFAOYSA-N,7.05,CHEMBL2057071
CHEMBL5743564,CCCN1CCC[C@@H]2Cc3c(ccc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)c3O)C[C@H]21,ABWWEJFCIGXGSO-IKNRRJBZSA-N,5.89,CHEMBL5727838
CHEMBL6012257,Cn1cc(CC(=O)N[C@H]2CC[C@H](CCN3CCc4ccc(CCC(F)(F)F)nc4CC3)CC2)c(F)n1,ABXQTPKTPDAAGS-XGAFWQRZSA-N,6.0,CHEMBL5729591
CHEMBL19068,Oc1ccc(CC2NCCc3cc(O)c(O)cc32)cc1O,ABXZOXDTHTTZJW-UHFFFAOYSA-N,5.47,CHEMBL1129926
CHEMBL3664859,O=C(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3OCO4)CC2)CC1)C1CCOC1,ACAWRKNKSILJBW-UVXAETBJSA-N,6.78,CHEMBL3638396
CHEMBL457025,CCCN(CCN1CCN(c2ccccc2)CC1)[C@@H]1CCc2c(O)cccc2C1,ACDYFMOSSUKHJD-HSZRJFAPSA-N,7.58,CHEMBL1156805
CHEMBL457024,CCCN(CCN1CCN(c2ccccc2)CC1)[C@H]1CCc2c(O)cccc2C1,ACDYFMOSSUKHJD-QHCPKHFHSA-N,7.58,CHEMBL1157569
CHEMBL250552,CCCN(CCN1CCN(c2ccccc2)CC1)C1CCc2c(O)cccc2C1,ACDYFMOSSUKHJD-UHFFFAOYSA-N,7.52,CHEMBL1140704
CHEMBL3642784,CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3ncc(C)c4c3CCO4)CC2)CC1,ACEAZRLEPRIAMD-WGSAOQKQSA-N,5.64,CHEMBL3639183
CHEMBL1257447,Cc1ncoc1-c1nnc(SCCCN2CCC3CC3(c3ccccc3)C2)n1C,ACFIBJLBHXWBFG-UHFFFAOYSA-N,6.4,CHEMBL1255216
CHEMBL207543,Clc1ccc(N2CCN(Cc3cn4nc(N5CCCCC5)ccc4n3)CC2)cc1Cl,ACHQQXOLWIKHRK-UHFFFAOYSA-N,6.055,CHEMBL1138042
CHEMBL6052546,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1cc2ccccc2o1,ACIMQSDLIYUKRE-AQYVVDRMSA-N,9.49,CHEMBL5725520
CHEMBL5794366,O=C(N[C@H]1CC[C@@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1cc2ccccc2o1,ACIMQSDLIYUKRE-GRGXKFILSA-N,8.76,CHEMBL5725520
CHEMBL1259079,Cc1ccc(-c2ccc3c(c2)C(N2CCN(C)CC2)Cc2ccccc2S3)cc1,ACJNHQLAGNWKBM-UHFFFAOYSA-N,8.2,CHEMBL1255222
CHEMBL210461,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccc1CCc1ccc(cc1)CC2,ACKGCCXJFAZCFF-UHFFFAOYSA-N,6.755,CHEMBL1148643
CHEMBL3940897,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccnnc1,ACKJXZGTUCARLB-KNQAVFIVSA-N,5.81,CHEMBL3853329
CHEMBL3939830,Cn1c(SCCCN2CC[C@]3(C[C@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccnnc1,ACKJXZGTUCARLB-UGKGYDQZSA-N,5.59,CHEMBL3853329
CHEMBL310204,O=C(N[C@H]1CC[C@H](CCN2CCN(c3ccccc3Cl)CC2)CC1)C1CCCCC1,ACOHJTDLJUVDNX-AQYVVDRMSA-N,7.82,CHEMBL1151542
CHEMBL4293999,O=C(CCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2c3c(c1)CCN3C(=O)CC2,ACOZPXLCYUQMHS-UHFFFAOYSA-N,8.29,CHEMBL4706549
CHEMBL5949626,O=C1Cc2cc(CCN3CCN(c4cccc5c4CCS5)CC3)c(Cl)cc2N1,ACOZVIRGPCYPPB-UHFFFAOYSA-N,7.25,CHEMBL5726152
CHEMBL4241497,O=S(=O)(c1cccc2ncccc12)N1CCCCC[C@H]1CCN1CCN(c2cccc3sccc23)CC1,ACSUMENHCIMTQG-QHCPKHFHSA-N,8.0,CHEMBL4229332
CHEMBL329566,CN(C)C[C@H]1C[C@@H]2c3ccccc3Cc3ccccc3[C@H]2O1,ACTVOFFLDWZANE-NSISKUIASA-N,7.21,CHEMBL1142715
CHEMBL5434650,CCc1cc(Cl)c(OC)c(N2CCN(C[C@@H]3C[C@@H](O)CN3CCC(C(=O)N(C)C)(c3ccccc3)c3ccccc3)CC2)c1,ACUOSRXKTFDQLE-IOWSJCHKSA-N,6.06,CHEMBL5360615
CHEMBL1628275,Cl.O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,ACVFJYKNBOHIMH-DPFKZJTMSA-N,7.55,CHEMBL1126894
CHEMBL128232,Cc1cccc(OCCNCCCOc2ccccc2)c1,ACVXRXJQYWHUND-UHFFFAOYSA-N,7.21,CHEMBL1130257
CHEMBL574700,COc1ccccc1N1CCN(CCCc2cn(CCCN3CCc4cc(O)c(O)cc4C(c4ccccc4C)C3)nn2)CC1,ACWOUFNDQFUXQN-UHFFFAOYSA-N,7.02,CHEMBL1154108
CHEMBL4472585,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccccc1Cl,ACWQOQSFTNXQMA-UHFFFAOYSA-N,8.46,CHEMBL4414605
CHEMBL388361,COc1ccc(S(=O)(=O)N[C@H]2CC[C@H](N3CCC(c4ccccc4OC(C)C)CC3)CC2)cc1OC,ACYCBNFGNBHQEP-YHBQERECSA-N,7.26,CHEMBL1137555
CHEMBL390129,COc1ccc(S(=O)(=O)N[C@H]2CC[C@@H](N3CCC(c4ccccc4OC(C)C)CC3)CC2)cc1OC,ACYCBNFGNBHQEP-ZRZAMGCNSA-N,6.81,CHEMBL1137555
CHEMBL252818,CC(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,ACZCVZUKGWGYJX-UHFFFAOYSA-N,7.66,CHEMBL1140829
CHEMBL558838,COc1ccccc1N1CCN(Cc2c(C)[nH]c3nc(N(C)C)ncc23)CC1,ADAZZWTYEBRRHE-UHFFFAOYSA-N,5.56,CHEMBL1152959
CHEMBL6031828,CCc1cc([C@]23C[C@H]2CN(CC[C@H]2CC[C@H](NC(=O)Cc4cnn(C)n4)CC2)C3)no1,ADCYPKNNPPDYMB-ORQYLMBXSA-N,5.96,CHEMBL5729322
CHEMBL4744811,C[C@H]1CO[C@@H](c2ccc(N)nc2)CN1CC[C@H]1CC[C@H](NC(=O)c2cc3ccccc3[nH]2)CC1,ADDKZOUNFAZVBP-DZNWXHPMSA-N,7.02,CHEMBL4725442
CHEMBL5274609,C[C@H]1CO[C@@H](c2ccc(N)nc2)CN1CC[C@H]1CC[C@@H](NC(=O)c2cc3ccccc3[nH]2)CC1,ADDKZOUNFAZVBP-NVNZTLJMSA-N,6.96,CHEMBL5226346
CHEMBL3642786,Cc1cnc(N2CCN(CC[C@H]3CC[C@H](NC(=O)CC4CCOCC4)CC3)CC2)c2c1OCC2,ADDORVGWJJXKFK-AFARHQOCSA-N,5.53,CHEMBL3639183
CHEMBL458002,Cc1ccc(Cn2ncc(N3CCNCC3)c(Cl)c2=O)cc1NC(=O)c1ccc(-c2ccccc2)cc1,ADETWEPXXIGKFW-UHFFFAOYSA-N,5.31,CHEMBL1143385
CHEMBL5412359,CCOc1cccc2cc(CNCC[C@H]3CC[C@H](NC(=O)C4CC4)CC3)oc12,ADFNMOVNQSHFOR-RUCARUNLSA-N,7.92,CHEMBL5380874
CHEMBL4555307,CCc1cccc(N2CCN(CCCCNC(=O)c3cn4ccccc4n3)CC2)c1Cl,ADGRZRHCVXPKAN-UHFFFAOYSA-N,8.25,CHEMBL4428060
CHEMBL4589982,O=C(NCCCN1CCN(c2ccc(Cl)cc2)CC1)NN(Cc1ccc(F)cc1)c1ccccc1,ADKPDCJUAOTYGJ-UHFFFAOYSA-N,6.36,CHEMBL4321823
CHEMBL425069,COc1cccc(OC)c1C(=O)NN1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc21,ADLYXAHODXNVQT-UHFFFAOYSA-N,6.47,CHEMBL1146871
CHEMBL540799,Cl.O=C(CCCN1CCC2(CC1)OC=C(c1ccccc1)C2=O)c1ccc(F)cc1,ADPZFQAIMASREL-UHFFFAOYSA-N,7.16,CHEMBL1127181
CHEMBL3353895,COc1ccccc1N1CCN(CCCCc2cn(-c3ccccc3)nn2)CC1,ADUUVPPWHWVJFK-UHFFFAOYSA-N,7.39,CHEMBL3352598
CHEMBL3818805,O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CCCCc2c[nH]c3ccccc23)CC1,ADUYXHYSTCIMEO-UHFFFAOYSA-N,6.87,CHEMBL3817845
CHEMBL4752414,C[C@H]1CN(CC[C@H]2CC[C@H](N3C(=O)c4ccccc4C3=O)CC2)CCc2ccc(Cl)cc21,ADVQAEICXAHZOY-IPJJNNNSSA-N,8.24,CHEMBL4673287
CHEMBL3941102,O=C(CCOCCN1CCN(c2cccnc2-c2ccccc2)CC1)NCc1ccc(C(F)(F)F)cc1,ADWCVCJMIQYGTM-UHFFFAOYSA-N,5.56,CHEMBL3856221
CHEMBL1200517,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21.CS(=O)(=O)O,ADYPXRFPBQGGAH-UMYZUSPBSA-N,7.21,CHEMBL5442175
CHEMBL263058,COc1ccccc1N1CCN(CCCNC(=O)c2ccccc2I)CC1.O=C(O)C(=O)O,AEAUTYCNVOCIMR-UHFFFAOYSA-N,6.9,CHEMBL1144878
CHEMBL92713,COc1cccc(C(=O)NCCCN2CCN(c3ccc(Cl)cc3)CC2)c1,AECUHGGFVKDBMH-UHFFFAOYSA-N,5.4,CHEMBL1136013
CHEMBL2298819,FC(F)(F)c1cccc(N2CCN(CCCc3ccc4[nH]c(=S)[nH]c4c3)CC2)c1,AEEFPFZMNZVYPW-UHFFFAOYSA-N,8.24,CHEMBL3046886
CHEMBL80711,COc1ccccc1N1CCN(CCCNC2=Nc3ccccc3OC2)CC1.O=C(O)/C=C/C(=O)O,AEHHITPXKWKWPS-WLHGVMLRSA-N,6.55,CHEMBL1130531
CHEMBL390473,COc1ccc(S(=O)(=O)N[C@H]2CC[C@H](N3CCC(c4cc(F)ccc4OC(C)C)CC3)CC2)cc1OC,AEJCTJSNUNXYQL-YHBQERECSA-N,7.03,CHEMBL1145372
CHEMBL228659,COc1ccc(S(=O)(=O)N[C@H]2CC[C@@H](N3CCC(c4cc(F)ccc4OC(C)C)CC3)CC2)cc1OC,AEJCTJSNUNXYQL-ZRZAMGCNSA-N,6.75,CHEMBL1145372
CHEMBL238915,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ccc(Cl)cc2)CC1,AEKRAVIJSVJVBT-UHFFFAOYSA-N,6.75,CHEMBL1149628
CHEMBL4080398,O=S(=O)(c1cccc2ncccc12)N1CCC(CCN2CCN(c3ccc(Cl)cc3)CC2)CC1,AELYPESLFOQFTR-UHFFFAOYSA-N,6.85,CHEMBL4033716
CHEMBL269396,CC1CCN(C2=Cc3cc(Cl)ccc3Cc3ccccc32)CC1,AENACYRRZFSOSG-UHFFFAOYSA-N,5.85,CHEMBL1127435
CHEMBL3774425,Cn1c(SCCCN2CC3CCN(c4cccc(C(F)(F)F)c4)C3C2)nnc1-c1cnccn1,AENHFZZMNBETCL-UHFFFAOYSA-N,7.4733,CHEMBL5727594
CHEMBL3597637,COc1c(Cl)cccc1N1CCN(CCCCNC(=O)c2cnc3ccccc3c2)CC1,AENWLGXTORARIE-UHFFFAOYSA-N,6.5233,CHEMBL3596172
CHEMBL487182,COc1cc2c(cc1OC)[C@@H]1Cc3ccc(OC)c(OC)c3CN1CC2,AEQDJSLRWYMAQI-KRWDZBQOSA-N,6.2367,CHEMBL3997822
CHEMBL332178,COc1c(C)ccc2c1-c1cccc3c1[C@@H](C2)N(C)CC3,AERBGYMOICIFRM-MRXNPFEDSA-N,6.61,CHEMBL1129624
CHEMBL60185,c1ccc(CNC[C@H]2CCc3ccc4[nH]ccc4c3O2)cc1,AERWLNZHDGJKMO-MRXNPFEDSA-N,6.97,CHEMBL1135019
CHEMBL1257214,Cc1nc(C)c(-c2nnc(SCCCN3CCC4(CCc5ccc(F)cc54)C3)n2C)s1,AEUDDHALUDWNEZ-UHFFFAOYSA-N,6.4,CHEMBL1255216
CHEMBL239917,O=C1Cc2ccccc2N1CCCCN1CCN(c2ccc(Cl)cc2)CC1,AEVXOGLKVVRZCX-UHFFFAOYSA-N,6.095,CHEMBL1149628
CHEMBL1079480,Cc1cnc(-c2nnc(SCCCN3C[C@@H]4C[C@]4(c4ccc(C(F)(F)F)cc4)C3)n2C)cn1,AEXFOTSQBUVBKJ-PGRDOPGGSA-N,6.3,CHEMBL1153718
CHEMBL4457507,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCc3c(Cl)cccc3C2)CC1,AFAMVWBXPZJINL-JCNLHEQBSA-N,8.465,CHEMBL4393669
CHEMBL108289,COC(=O)c1ccc(CCc2nc3ccccc3n2Cc2ccc(Cl)cc2)cc1,AFECYHQHVIVPNI-UHFFFAOYSA-N,7.24,CHEMBL1146646
CHEMBL4793813,Cc1ccc2c(c1)C(C1=C[C@H](C)N(C)CC1)=Nc1ccccc1N2,AFKGLNWCCRQRMJ-HNNXBMFYSA-N,6.09,CHEMBL4665835
CHEMBL301475,O=C(/C=C/c1c[nH]c2ccccc12)NCCCCN1CCc2ccc(OS(=O)(=O)C(F)(F)F)cc2C1,AFKRYMMWFODFAD-CSKARUKUSA-N,6.2,CHEMBL1132014
CHEMBL116233,O=C(/C=C/c1ccccc1)NC1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,AFLDFPZVFGTFPO-FBMYCXESSA-N,5.33,CHEMBL1127992
CHEMBL104135,CCCN(CCC)CC1CCc2sccc2C1,AFLPJFUVXSSHKS-UHFFFAOYSA-N,5.69,CHEMBL1135499
CHEMBL5219240,CN1CCN(c2nc(N)nc(C(C)(C)Sc3ccc4ccccc4c3)n2)CC1,AFNNYMZEMGROFW-UHFFFAOYSA-N,6.52,CHEMBL5214932
CHEMBL1221,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,AFNXATANNDIXLG-UHFFFAOYSA-N,4.62,CHEMBL5291721
CHEMBL4442936,CCCN(CCCSc1nnc(-c2ccccc2)n1C)CC1CC1c1cc(F)ccc1OC.Cl,AFOBSLRUWBFFIX-UHFFFAOYSA-N,5.93,CHEMBL4402598
CHEMBL5758914,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)N3CCC(O)(c4ccccc4)CC3)CC2)cc(C(F)(F)F)n1,AFRMZBRXLCZGJQ-UHFFFAOYSA-N,5.89,CHEMBL5725918
CHEMBL5829956,Cn1cc2c(C(=O)N[C@H]3CC[C@H](CCN4CCc5sc(CCC(F)(F)F)nc5C4)CC3)cccc2n1,AFUKYYCEJQNSBL-IYARVYRRSA-N,6.0,CHEMBL5728192
CHEMBL5843758,Cc1ncc(CC(=O)N[C@H]2CC[C@](F)(CCN3CCc4ccc(OCC(F)F)nc4CC3)CC2)o1,AFUSDDXNVRXJFU-KJDSRRNHSA-N,5.96,CHEMBL5729591
CHEMBL3797876,COc1ccccc1OCCNC[C@H](O)c1ccc(O)c(O)c1,AFWAVLNIGSUCHI-HNNXBMFYSA-N,6.4433,CHEMBL3797035
CHEMBL3799593,COc1ccccc1OCCNC[C@@H](O)c1ccc(O)c(O)c1,AFWAVLNIGSUCHI-OAHLLOKOSA-N,6.58,CHEMBL3797035
CHEMBL1258493,COc1cccc2c1CCCC21CCN(CCCSc2nnc(-c3ocnc3C)n2C)C1,AFYFGCAEDGKSJG-UHFFFAOYSA-N,6.4,CHEMBL1255216
CHEMBL2159474,O=S(=O)(NC1CCN(CCOc2cccc(Cl)c2Cl)C1)c1ccc(Cl)s1,AFYGMVTVTLNALM-UHFFFAOYSA-N,7.17,CHEMBL2157986
CHEMBL508112,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,AFZSMODLJJCVPP-UHFFFAOYSA-N,5.47,CHEMBL1909046
CHEMBL2104700,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1,AGAHNABIDCTLHW-UHFFFAOYSA-N,9.08,CHEMBL4414605
CHEMBL5850778,Cc1cc2c(cn1)C(=O)N(CCN1CCN(c3noc4ccccc34)CC1)CC2,AGDJOXPUTNYCLH-UHFFFAOYSA-N,5.9,CHEMBL5727914
CHEMBL211135,Clc1ccc(N2CCN(Cc3cn4nc(Cl)ccc4n3)CC2)cc1,AGMWTWZTMQSDHF-UHFFFAOYSA-N,5.005,CHEMBL1138042
CHEMBL3764191,Cn1c(SCCCN2CCOC(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccsc1,AGPVWRLINFFKSF-UHFFFAOYSA-N,5.08,CHEMBL5727554
CHEMBL338938,CCCN(CCC)C1CCc2cc(CN(C(N)=O)c3ccc(OC)cc3)ccc2C1,AGQAAIRBRCRFGB-UHFFFAOYSA-N,5.2,CHEMBL1129777
CHEMBL4856161,COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1ccccc1Br)CC2,AGUIOVNIFLIHLU-UHFFFAOYSA-N,6.38,CHEMBL4819092
CHEMBL196744,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(F)cc1,AGUZAIMBKPZTGP-UHFFFAOYSA-N,7.76,CHEMBL1143473
CHEMBL4218526,CCNC(=O)c1cncc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,AGVJHFPAJUYTNV-UHFFFAOYSA-N,7.23,CHEMBL4184238
CHEMBL12264,Cc1cccc(S(=O)(=O)N(C)[C@H](C)CCN2CCC(C)CC2)c1,AGVNHDNTFYHZNL-QGZVFWFLSA-N,5.4,CHEMBL1134402
CHEMBL396560,COc1ccc2[nH]c3c(c2c1)CCN(C)CCc1ccccc1C3,AGZPZBJIQLGGOQ-UHFFFAOYSA-N,7.92,CHEMBL1139077
CHEMBL3676905,CC(C)(C)c1ccc(C(=O)N[C@H]2CC[C@H](CCN3CCC(c4coc5ccccc45)CC3)CC2)cc1,AGZZUNBFSOFXTB-JIBACQESSA-N,5.95,CHEMBL3639297
CHEMBL283528,CCCCN1CCC[C@H]1CNC(=O)c1cc(Cl)cc2c1OCCN2C,AHCLBNDBOQTPGQ-HNNXBMFYSA-N,7.92,CHEMBL1133417
CHEMBL279729,CCCCN1CCC[C@@H]1CNC(=O)c1cc(Cl)cc2c1OCCN2C,AHCLBNDBOQTPGQ-OAHLLOKOSA-N,6.2,CHEMBL1133417
CHEMBL6029993,O=C(N[C@H]1CC[C@@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1cccs1,AHJHJVULSVKBEA-KDURUIRLSA-N,8.92,CHEMBL5725520
CHEMBL3976282,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1cccs1,AHJHJVULSVKBEA-WGSAOQKQSA-N,9.72,CHEMBL3872208
CHEMBL93594,CCCN1CCC[C@@H](c2cccc(OS(C)(=O)=O)c2)C1,AHSLTJCTFBJCMT-CQSZACIVSA-N,6.72,CHEMBL1127438
CHEMBL24809,Cc1cc(-c2ccccc2)n(C2CCN(Cc3ccccc3)CC2)n1,AHVVCJSEQJZGNV-UHFFFAOYSA-N,6.51,CHEMBL1132043
CHEMBL129931,c1ccc(CCCNCCCOc2ccccc2)cc1,AHYUXDAZVIOABZ-UHFFFAOYSA-N,6.29,CHEMBL1130257
CHEMBL6053631,Cc1noc2c1C(=O)N(CCN1CCN(c3noc4ccccc34)CC1)CC2,AHZQKSCHGGUEEP-UHFFFAOYSA-N,4.31,CHEMBL5727914
