molecule_chembl_id,canonical_smiles,inchi_key,pchembl_value,document_chembl_id
CHEMBL4759051,CCOc1nc(Nc2ccc(C(=O)N3CCN(C)CC3)cc2N(C)C)nc2[nH]ccc12,FUPNDDSDFGRVJX-UHFFFAOYSA-N,6.1,CHEMBL4715821
CHEMBL3963791,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCC(c5cc[nH]n5)CC4)c23)c1,FUQOJXSIFZAUKX-UHFFFAOYSA-N,7.015,CHEMBL3886286
CHEMBL5887946,Cc1cn(Cc2nc3cnc4ccc(F)cc4c3n2[C@H]2CN(C)CC2(F)F)nn1,FVNAQFOFKZUYGE-INIZCTEOSA-N,6.58,CHEMBL5729083
CHEMBL5950086,Cc1cn(Cc2nc3cnc4ccc(F)cc4c3n2[C@@H]2CN(C)CC2(F)F)nn1,FVNAQFOFKZUYGE-MRXNPFEDSA-N,8.18,CHEMBL5729083
CHEMBL5864827,O[C@H]1CC[C@H](COc2nc(Nc3cnn(C4CCOCC4)c3)ncc2F)CC1,FVQSAPJAWKWETJ-SAZUREKKSA-N,6.52,CHEMBL5729586
CHEMBL3643978,COc1cc(C(=O)N2CCOCC2)c(Cl)cc1Nc1ncc(Br)c(OC)n1,FWBQGPKRWWETTF-UHFFFAOYSA-N,8.03,CHEMBL3639246
CHEMBL6011186,Cc1cc(C#N)ccc1C(=O)Nc1ccc2[nH]nc(C)c2c1,FWDNJDBAKAAWOP-UHFFFAOYSA-N,6.26,CHEMBL5729282
CHEMBL5930284,C[C@@H]1CN(c2cc(-c3n[nH]c4ccc(O[C@@H]5CCOC5)cc34)ncn2)C[C@H](C)O1,FWGWZIMLBPFIAE-IJEWVQPXSA-N,7.92,CHEMBL5725245
CHEMBL5911189,C[C@@H]1CN(c2cc(-c3n[nH]c4ccc(O[C@H]5CCOC5)cc34)ncn2)C[C@H](C)O1,FWGWZIMLBPFIAE-LZWOXQAQSA-N,8.16,CHEMBL5725245
CHEMBL5760327,COc1cc(N2CCOC2=O)ccc1-c1ccc(OC)c(-c2ccc3c(N[C@H](C)C4CC4)c(C(N)=O)nnc3c2)c1,FWKPZZWAXIGURI-QGZVFWFLSA-N,5.96,CHEMBL5725672
CHEMBL5078779,C[C@@H]1CCCN1c1[nH]c2ncnc(N)c2c1C#N,FWMJSDVHISWSPV-SSDOTTSWSA-N,7.4325,CHEMBL5038598
CHEMBL4797678,Cc1cc2cnn(-c3cnn(C45CC(C4)C5)c3)c2cc1N1CCN([C@@H]2COC[C@@H]2O)CC1,FWNRNKYEHVWGDL-FOEWLNRSSA-N,6.59,CHEMBL4680359
CHEMBL4205499,O=C1Nc2ccccc2C1=NN(Cc1ccccc1)c1ccccc1,FWTZAACCGUZJJE-UHFFFAOYSA-N,5.425,CHEMBL4190250
CHEMBL3651818,c1cc(-c2n[nH]c3ccnc(OC4CCOC4)c23)cc(N2CCOCC2)n1,FWWBSUYOVKSDAU-UHFFFAOYSA-N,7.89,CHEMBL3638634
CHEMBL3641879,CNc1nc(Nc2ccc(C(=O)N3CCOCC3)cc2OC(C)C)ncc1C(F)(F)F,FWXQOOGKOJVTKJ-UHFFFAOYSA-N,8.03,CHEMBL3639246
CHEMBL5827572,CCNc1nc(Nc2ccc(C(=O)N3CCOCC3)cc2OC)nc2[nH]ccc12,FWYGPGWKEWCLFN-UHFFFAOYSA-N,8.78,CHEMBL5725226
CHEMBL3655539,c1cncc(-c2cc(-c3n[nH]c4ccnc(OC5CCOCC5)c34)ccn2)c1,FWYWQFBJVLMBAM-UHFFFAOYSA-N,7.68,CHEMBL3638634
CHEMBL5960668,CC(=O)N[C@H]1CC[C@H](COc2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)CC1,FXBGGVQZEVZPHK-WGSAOQKQSA-N,6.9,CHEMBL5729586
CHEMBL3905784,COC[C@H](C)Oc1ccc2[nH]nc(-c3cc(N4CCC5(CCC(=O)N5)CC4)ncn3)c2c1,FXKMBJAIZMFBMP-HNNXBMFYSA-N,8.36,CHEMBL3886204
CHEMBL5980217,CC1(Oc2ccc3[nH]nc(-c4cc(N5CC(N6CCOCC6)C5)ncn4)c3c2)CC1,FXLJJTHGUGSBPO-UHFFFAOYSA-N,8.19,CHEMBL5725245
CHEMBL3903295,Cc1cncc(-c2c[nH]c3ncnc(N4CCO[C@@H](C)C4)c23)c1,FXWRFSPVQWGHIR-LBPRGKRZSA-N,6.775,CHEMBL3886286
CHEMBL4436576,Cc1ccc(-c2cc3nccnc3c(NCCCCN)n2)cc1,FYJFZOONLWHKMF-UHFFFAOYSA-N,5.9,CHEMBL4431389
CHEMBL5790486,CC(CC1CC1)N1CCN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)C[C@H]1C,FYJPAMFOMLHSNZ-QRWMCTBCSA-N,8.6,CHEMBL5725245
CHEMBL5744353,CC(CC1CC1)N1CCN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)C[C@@H]1C,FYJPAMFOMLHSNZ-ZVAWYAOSSA-N,8.82,CHEMBL5725245
CHEMBL3942757,Cc1ncc(-c2ccc3[nH]nc(-c4cc(N5CCOCC5)ncn4)c3c2)s1,FYPMLSDRIOYKRB-UHFFFAOYSA-N,8.66,CHEMBL3886204
CHEMBL5076098,CN(CCO)c1ncnc2[nH]cc(-c3cccc(Cl)c3)c12,FZIPVCYYDYBQOZ-UHFFFAOYSA-N,5.82,CHEMBL5042489
CHEMBL3949980,CC(C)n1cc(-c2cc(-c3ccc4c(ccn4C)c3)cnc2N)nn1,FZKOFIRZDRGWHN-UHFFFAOYSA-N,6.265,CHEMBL4043168
CHEMBL5269009,CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)Cn2nnnc2N1CCN1CCOCC1,FZPJWTKNHTWUFP-UHFFFAOYSA-N,5.27,CHEMBL5244270
CHEMBL3694800,CNc1nc(Nc2cc3c(cc2OC)CN(C)C3=O)ncc1C(F)(F)F,FZWHIGMFGDFLCO-UHFFFAOYSA-N,8.3,CHEMBL3638610
CHEMBL5987301,Cc1cc(C#N)cnc1C(=O)Nc1ccc2[nH]nc(-c3ccc(C(F)(F)F)nc3)c2c1,FZZVKGOORZHAGU-UHFFFAOYSA-N,5.76,CHEMBL5729282
CHEMBL5866710,CN(C)c1ccc(-c2ccc3c(N)c(C(N)=O)nnc3c2)cc1,GACNGVYWIMQRQF-UHFFFAOYSA-N,6.89,CHEMBL5725672
CHEMBL2349091,[O-][S+](c1cccc(C(F)(F)F)c1)c1ccc2nnc(-c3ccccc3)n2n1,GACQXXZUUHIIBW-UHFFFAOYSA-N,5.75,CHEMBL2346543
CHEMBL3893444,COC[C@H](C)Oc1ccc2[nH]nc(-c3cc(N4C[C@H](OC)[C@@H](O)C4)ncn3)c2c1,GADDCEIFBHHAIV-IGNZVWTISA-N,7.7,CHEMBL3886204
CHEMBL6008708,CCN1CC(n2cc(Nc3ncc(C(F)(F)F)c(C4CC4)n3)c(C)n2)CCC1=O,GAGWPOHZIWTHNL-UHFFFAOYSA-N,7.35,CHEMBL5728916
CHEMBL1999484,CNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)s1,GAKKPKBEHVIOLH-UHFFFAOYSA-N,7.3,CHEMBL1201862
CHEMBL3694808,CNc1nc(Nc2cc3c(cc2OC)C(=O)N(C)CC3)ncc1C#N,GALXBJVKBQJFTO-UHFFFAOYSA-N,7.36,CHEMBL3638610
CHEMBL3900515,COc1cc(C#N)cc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,GAMPREVSPQKZEE-UHFFFAOYSA-N,6.93,CHEMBL3886286
CHEMBL3326124,COc1ccc(OC)c(Sc2ccc3nnc(-c4ccon4)n3n2)c1,GANROOZHEAMCAB-UHFFFAOYSA-N,5.725,CHEMBL3352207
CHEMBL3655548,CC(=O)Nc1cccc(-c2cc(-c3n[nH]c4ccnc(OC5CCOCC5)c34)ccn2)c1,GAPJEXXXNXCKDE-UHFFFAOYSA-N,8.0,CHEMBL3638634
CHEMBL3643951,CNc1nc(Nc2ccc(C(=O)N3CCOCC3)cc2OCCF)ncc1C(F)(F)F,GAXMKVRQFVQNEI-UHFFFAOYSA-N,8.62,CHEMBL3639246
CHEMBL6042196,CN(C)C(=O)c1ccc(-c2ccc3cc(C(N)=O)nnc3c2)cc1,GBCGAPVEDRUFHF-UHFFFAOYSA-N,9.3,CHEMBL5725672
CHEMBL5911287,Cc1cc(C#N)cnc1C(=O)Nc1cc(F)c2[nH]nc(-c3ccoc3)c2c1,GBCUQIVAIPMRRT-UHFFFAOYSA-N,6.26,CHEMBL5729282
CHEMBL2348947,FC(F)(F)c1cccc(Sc2ccc3nnc(-c4cscn4)n3n2)c1,GBGIXYSLUFXYBV-UHFFFAOYSA-N,6.66,CHEMBL2346543
CHEMBL4647792,COc1cc(C(=O)N2CCN(C3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,GBGQVKUZCXSIOV-UHFFFAOYSA-N,8.3,CHEMBL4610122
CHEMBL4204060,CN1C(=O)C(=NN(c2ccccc2)c2ccccc2)c2ccccc21,GBHDVBKJGALDHX-UHFFFAOYSA-N,5.24,CHEMBL4190250
CHEMBL3897489,FC1(F)CCN(c2cc(-c3n[nH]c4ccc(-c5ccsc5)cc34)ncn2)CC1,GBKRUOXADLJQDZ-UHFFFAOYSA-N,6.46,CHEMBL3886204
CHEMBL3641770,CNc1nc(Nc2ccc(C(=O)NC3CC3)cc2OC)ncc1Cl,GBLLMOHRUNPFMA-UHFFFAOYSA-N,8.62,CHEMBL3639246
CHEMBL5895093,C[C@@H]1CN(c2ccc(Nc3nccc(OCC4CCC(CO)CC4)n3)cc2)C[C@H](C)O1,GBPMNJYFAQXLCO-VCWRXUFXSA-N,6.9,CHEMBL5729586
CHEMBL5201483,CC(C)(C)Cn1cc(Nc2ncc3cc(Cl)c(N4CCC(C5(C)COC5)CC4)cc3n2)cn1,GBQMFZQDSFTYJC-UHFFFAOYSA-N,9.73,CHEMBL5131528
CHEMBL5975518,CC(=O)N[C@H]1CC[C@H](COc2nc(Nc3cn(C)nc3C)ncc2F)CC1,GBRRBWTVUVFFOJ-HDJSIYSDSA-N,6.9,CHEMBL5729586
CHEMBL3911917,Cn1cc(-c2ccc3[nH]nc(-c4cc(N5CCC(F)(F)CC5)ncn4)c3c2)cn1,GCBNNUREFJCDOH-UHFFFAOYSA-N,8.34,CHEMBL3886204
CHEMBL5986330,CNc1nc(Nc2cnn(C)c2C)nc2[nH]cc(Cl)c12,GCFILPIJRVPUEO-UHFFFAOYSA-N,7.35,CHEMBL5728916
CHEMBL3898946,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCCC(N)C4)c23)c1,GCHHHYMKNXQPDG-UHFFFAOYSA-N,7.765,CHEMBL3886286
CHEMBL572878,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,GCIKSSRWRFVXBI-UHFFFAOYSA-N,6.2,CHEMBL1201862
CHEMBL5268380,C[C@@H]1CN(c2cc(-c3ncc4ccc(-c5cnn(C)c5)cn34)ccn2)C[C@H](C)O1,GCMPTHAKJYHYRB-IYBDPMFKSA-N,6.79,CHEMBL5236618
CHEMBL5939894,Cc1cc(Cc2nc3cnc4ccc(C(F)F)cc4c3n2[C@@H]2CCO[C@H](C)C2)no1,GCSCWZHHJBJDGE-MLGOLLRUSA-N,7.915,CHEMBL5729083
CHEMBL5810637,c1cc(-c2ccc3cnn(-c4cc(N5CCOCC5)ncn4)c3c2)[nH]n1,GCTWDLWPMGSHSB-UHFFFAOYSA-N,7.98,CHEMBL5728350
CHEMBL5841853,C[C@@H]1CN(c2cc(-n3ncc4ccc([C@]5(C#N)CC56CC6)cc43)ncn2)C[C@H](C)[C@]1(C)O,GDBWCDXQZXXPAR-CAKOGXLCSA-N,8.96,CHEMBL5728785
CHEMBL5808513,CC1(Oc2ccc3[nH]nc(-c4cc(N5CCC(n6ccnc6)C5)ncn4)c3c2)CC1,GDFIFEXGCQVNFZ-UHFFFAOYSA-N,8.59,CHEMBL5725245
CHEMBL5774464,CCNc1nc(Nc2cn(C3(C)CCOC3=O)nc2C2CC2)ncc1C(F)(F)F,GDJXWPHBHQKNDY-UHFFFAOYSA-N,9.02,CHEMBL5728718
CHEMBL5402964,Cc1[nH]nc(-c2ccccc2)c1-c1ccc(N2CCC3(CCOCC3)C2)cc1,GDLATBYQGNYBQC-UHFFFAOYSA-N,6.44,CHEMBL5352405
CHEMBL4103247,c1cncc(-c2n[nH]c3ccccc23)c1,GDWHWHNSNXLWPZ-UHFFFAOYSA-N,5.91,CHEMBL4007454
CHEMBL3694801,CNc1nc(Nc2cc3c(cc2Cl)C(=O)N(C)C3)ncc1Cl,GDXAMMHJRHGNOU-UHFFFAOYSA-N,8.52,CHEMBL3638610
CHEMBL6022632,CC1(Oc2ccc3[nH]nc(-c4cc(N5CCO[C@@H](c6ccccc6)C5)ncn4)c3c2)CC1,GEYOXOQYSCEMRY-JOCHJYFZSA-N,8.22,CHEMBL5725245
CHEMBL3676120,CNc1nc(Nc2ccc(-c3nnn(C)n3)cc2OC)ncc1C(F)(F)F,GEZDCLKTBLNLHP-UHFFFAOYSA-N,8.0,CHEMBL3638831
CHEMBL3982993,COc1nc(Nc2ccc(S(C)(=O)=O)cc2Cl)ncc1Cl,GFFDSVDBMODCKJ-UHFFFAOYSA-N,7.21,CHEMBL3886159
CHEMBL226345,Nc1[nH]cnc2ncnc1-2,GFFGJBXGBJISGV-UHFFFAOYSA-N,4.985,CHEMBL5038598
CHEMBL3896507,CN(c1ncnc2[nH]cc(-c3cnn(C)c3)c12)C1CC1,GFZZSWWUDZIVCS-UHFFFAOYSA-N,7.43,CHEMBL3886286
CHEMBL5286106,CC(C)(O)C12CC(C1)N(c1cc(-n3ncc4ccc([C@]5(C#N)CC56CC6)cc43)ncn1)C2,GGXPLAVPWWUICR-QJDQLVHXSA-N,9.328,CHEMBL5236618
CHEMBL5841408,Cc1cc(-n2ncc3ccc([C@]4(C#N)CC45CC5)cc32)ncn1,GHANSZGBZZEXMR-GOSISDBHSA-N,8.13,CHEMBL5728785
CHEMBL2178142,COc1cc(C(=O)N2CCOCC2)ccc1Nc1ncc(Cl)c(OC)n1,GHGGWNFLWFGEOC-UHFFFAOYSA-N,7.73,CHEMBL3639246
CHEMBL5753917,CC(C)Nc1c(-c2nc[nH]n2)nnc2cc(-c3ccc(S(C)(=O)=O)cc3)ccc12,GHNUOHZXEDCETG-UHFFFAOYSA-N,6.38,CHEMBL5725672
CHEMBL5950416,CNc1nc(N2CC[C@H](C(F)F)C2)cc(-n2ncc3ccc(C4(C#N)CC45CC5)cc32)n1,GHSITXUBGICRGR-NGMICRHFSA-N,9.055,CHEMBL5728785
CHEMBL5958504,CCNc1nc(Nc2cc(C3(C)CCC(=O)N3)nn2C2CC2)ncc1C(F)(F)F,GHTZGHOCUWQLGR-UHFFFAOYSA-N,7.35,CHEMBL5728718
CHEMBL5769770,CCn1cc(Cl)c2cnc(Nc3cn(C4CCN(C)CC4)nc3Cl)nc21,GIBULCYFPPOKHB-UHFFFAOYSA-N,7.26,CHEMBL5729179
CHEMBL3984439,FC1(F)CCN(c2cc(-c3n[nH]c4ccc(C5=CCNCC5)cc34)ncn2)CC1,GILDNBSMQFNHLM-UHFFFAOYSA-N,6.92,CHEMBL3886204
CHEMBL1988622,C(=Cc1ccc2nccn2n1)c1ccccc1,GIMMCSLNUXYLSO-UHFFFAOYSA-N,5.4,CHEMBL1201862
CHEMBL6036705,COc1nc(N2CC(O)C2)cc(-n2ncc3cc(C)c(C4CCN(C5COC5)CC4)cc32)n1,GINZNYODRLTNRD-UHFFFAOYSA-N,7.9,CHEMBL5728399
CHEMBL3909835,COC[C@H](C)Oc1ccc2[nH]nc(-c3cc(N4CCC(F)(F)C4)ncn3)c2c1,GIWJCKRVKGJXLB-LBPRGKRZSA-N,7.9,CHEMBL3886204
CHEMBL5844797,C[C@H]1CN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)CCN1S(C)(=O)=O,GIZCUFQDZJTYHM-AWEZNQCLSA-N,8.93,CHEMBL5725245
CHEMBL3974547,Cc1cc(-c2c[nH]c3ncnc(N4CCC[C@H](C)C4)c23)cnc1F,GJCDCQIHBGSBQM-NSHDSACASA-N,7.19,CHEMBL3886286
CHEMBL3643985,CCNc1nc(Nc2cc(F)c(C(=O)N(C)CCOC)cc2OC)ncc1C(F)(F)F,GJCLYPFMHNLVHM-UHFFFAOYSA-N,8.8,CHEMBL3639246
CHEMBL5741908,Cc1cc(C#N)cnc1C(=O)Nc1ccc2[nH]nc(-c3ccsc3)c2c1,GJIDHTIAGOXMQZ-UHFFFAOYSA-N,6.26,CHEMBL5729282
CHEMBL5783070,CC(C)(O)[C@H]1CC[C@H](COc2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)CC1,GJIXKJCUFOMFMC-WGSAOQKQSA-N,6.9,CHEMBL5729586
CHEMBL4107319,CN(C)[C@@H]1CN(c2cc(-c3n[nH]c4cc(F)c(-c5cnn(C)c5)cc34)ncn2)C[C@H]1O,GJJBFERMRYZXMY-RTBURBONSA-N,7.17,CHEMBL3886204
CHEMBL2000029,Cc1ccccc1-c1c(-c2ccc3[nH]nc(N)c3c2)nnn1Cc1ccccc1,GJOXRIYWDHESDF-UHFFFAOYSA-N,7.4,CHEMBL1201862
CHEMBL3978659,CNc1nc(Nc2cnn3c2CCCC3)ncc1C(F)(F)F,GJPIHNKCTHAICM-UHFFFAOYSA-N,8.12,CHEMBL3886422
CHEMBL3651774,COc1nccc2[nH]nc(-c3ccnc(-c4cnn(C)c4)c3)c12,GJSHWRYZSDDAEQ-UHFFFAOYSA-N,7.38,CHEMBL3638634
CHEMBL5969156,C[C@@H]1CC(n2c(C3CCCO3)nc3cnc4ccc(Cl)cc4c32)CCO1,GJSLNLHEGVUMMK-LVIIFESRSA-N,7.84,CHEMBL5728780
CHEMBL3902574,CCN1CCN(c2cc(-c3n[nH]c4ccc(OC)cc34)ncn2)CC1=O,GJZJCFRLIOODJN-UHFFFAOYSA-N,7.11,CHEMBL3886204
CHEMBL3655562,CNC(=O)c1cccc(-c2n[nH]c3ccnc(OC4CCOCC4)c23)c1,GKCFJUMKWXRTAL-UHFFFAOYSA-N,7.6,CHEMBL3638634
CHEMBL1973868,Oc1cnc2ccc(-c3ccncc3)cc2c1,GKODJBVKKLQMEY-UHFFFAOYSA-N,6.0,CHEMBL1201862
CHEMBL5618701,CC1(N2CCN(c3cc4c(cnn4-c4cnn(C56CC(C(F)F)(C5)C6)c4)cc3Cl)CC2)COC1,GKWGAEABTCYHNM-UHFFFAOYSA-N,7.54,CHEMBL5614427
CHEMBL3643960,CNc1nc(Nc2ccc(C(=O)N3CC4CC(C3)O4)cc2OC)ncc1C(F)(F)F,GKWSOSXWATWHHJ-UHFFFAOYSA-N,8.48,CHEMBL3639246
CHEMBL5805265,N#CC[C@H]1CC(n2c(C3CCC3)nc3cnc4ccc(Cl)cc4c32)CCO1,GKXUIOCXHLDEQL-LYKKTTPLSA-N,5.75,CHEMBL5729083
CHEMBL5874280,N#CC[C@@H]1CC(n2c(C3CCC3)nc3cnc4ccc(Cl)cc4c32)CCO1,GKXUIOCXHLDEQL-OEMAIJDKSA-N,8.025,CHEMBL5729083
CHEMBL6049207,Cc1nc(Cc2nc3cnc4ccc(Cl)cc4c3n2C2CCOCC2(F)F)no1,GKZSTPTXOXPTCF-UHFFFAOYSA-N,7.585,CHEMBL5729083
CHEMBL4068065,O=C(Nc1cccnc1)c1cc(Br)ccc1OCc1ccccc1F,GLAOVKJPRWTUAH-UHFFFAOYSA-N,8.1,CHEMBL4052807
CHEMBL3966383,CCN1CCN(c2cc(-c3n[nH]c4ccc(OCCOC)cc34)ncn2)CC1,GLEFNXZFBTVPLH-UHFFFAOYSA-N,7.01,CHEMBL3886204
CHEMBL5089834,C[C@@H]1CCCN1c1c(C#N)c2c(N)nc(N)nc2n1C,GLVXJOLSLINARG-SSDOTTSWSA-N,7.345,CHEMBL5038598
CHEMBL2348975,CC(C)C(Sc1ccc2nnc(-c3cccs3)n2n1)C(N)=O,GMEXAVPUBJEDJB-UHFFFAOYSA-N,6.065,CHEMBL2346543
CHEMBL1977931,CC(=O)c1ccccc1-c1ncnc2[nH]ccc12,GMXNHZVARFMXAY-UHFFFAOYSA-N,4.9,CHEMBL1201862
CHEMBL3918244,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCC(F)CC4)c23)c1,GNJXZANIHLYXSG-UHFFFAOYSA-N,7.4525,CHEMBL3886286
CHEMBL101311,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3Cl)n2)cc1,GNLAGGCSJGJECE-UHFFFAOYSA-N,5.9,CHEMBL1201862
CHEMBL6003988,Cc1nc(N2CC3(C(C)(C)O)CC2C3)cc(-n2ncc3cc(F)c(C4(C#N)CC45CC5)cc32)n1,GNTXGDSZRJKWCV-UHFFFAOYSA-N,8.285,CHEMBL5728785
CHEMBL5430788,N#Cc1ccc2c(c1)CCC[C@@H]2Oc1ccc2[nH]nc(-c3cnco3)c2c1,GOEQEFOKCGXVIK-IBGZPJMESA-N,8.335,CHEMBL5365501
CHEMBL5815746,Cc1c(C#N)cnc(C(=O)Nc2ccc3[nH]nc(C4(C)CC4)c3c2)c1C,GOFBHZRLJBIDOF-UHFFFAOYSA-N,5.76,CHEMBL5729282
CHEMBL5793443,Cc1cc(C#N)cnc1C(=O)Nc1ccc2[nH]nc(N3CC(F)(F)C3)c2c1,GONVIDCVFMECIN-UHFFFAOYSA-N,5.76,CHEMBL5729282
CHEMBL5760485,CC1CN(c2cc(-n3ncc4ccc([C@]5(C#N)CC56CC6)cc43)ncn2)CC1C(C)(C)O,GOTJEABCYSWPON-IXEKPQPNSA-N,8.95,CHEMBL5728785
CHEMBL5819954,CC1CN(c2cc(-n3ncc4ccc([C@@]5(C#N)CC56CC6)cc43)ncn2)CC1C(C)(C)O,GOTJEABCYSWPON-QKJKHRQNSA-N,8.335,CHEMBL5728785
CHEMBL212590,O=C(Nc1nc2ccc(F)cc2s1)c1ccccc1,GPAIMYGNLZYSRN-UHFFFAOYSA-N,6.28,CHEMBL4402549
CHEMBL3970272,CNc1nc(Nc2cc(C(C)(C)C#N)nn2C)ncc1C(F)(F)F,GPIVMQFSQIRDBZ-UHFFFAOYSA-N,8.07,CHEMBL3886419
CHEMBL5952897,Cc1cnc(N2CCN(c3cc(-c4n[nH]c5ccc(OC6(C)CC6)cc45)ncn3)CC2)nc1,GPORDVFCWKCNQI-UHFFFAOYSA-N,8.72,CHEMBL5725245
CHEMBL1982880,COc1ccc(OC)c(Nc2ccc3nnc(-c4ccccc4)n3n2)c1,GPSRFACTNSQKSI-UHFFFAOYSA-N,4.65,CHEMBL3352207
CHEMBL5807127,COCc1nc(C)cc(-n2ncc3ccc([C@]4(C#N)CC45CC5)cc32)n1,GPTUTBKWJCPGKM-HXUWFJFHSA-N,7.99,CHEMBL5728785
CHEMBL5196967,COc1cc(-c2n[nH]c3ccc(Nc4ccccc4C#N)cc23)ccn1,GPYOBNMSTMNJEI-UHFFFAOYSA-N,7.4533,CHEMBL5154686
CHEMBL6039393,COCC(=O)N1CCN(c2cc(-c3n[nH]c4cc(F)c(OC5(C)CC5)cc34)ncn2)CC1,GPZFFTBRIWVPLN-UHFFFAOYSA-N,9.1,CHEMBL5725245
CHEMBL3975562,N#Cc1cccc(-c2c[nH]c3ncnc(N4C[C@@H]5CCO[C@@H]5C4)c23)c1,GQERVRMWWVZZDB-GOEBONIOSA-N,6.545,CHEMBL3886286
CHEMBL3393453,N#Cc1cccc(-c2c[nH]c3ncnc(N4CC5CCOC5C4)c23)c1,GQERVRMWWVZZDB-UHFFFAOYSA-N,6.145,CHEMBL3393009
CHEMBL4442441,Cc1cc(-c2ccc3nc(Nc4ccccc4)nn3c2)cc(C)c1O,GQKNWORYRRRTGW-UHFFFAOYSA-N,7.7,CHEMBL4402549
CHEMBL6029152,Cc1nc(N2CC(O)C2)cc(-n2ncc3cc(C)c([C@H]4CCN(C)C[C@H]4F)cc32)n1,GQSGQLGJBUEDOI-IEBWSBKVSA-N,7.9,CHEMBL5728399
CHEMBL1980763,CC(C)Cc1nc(Nc2ccc(N3CCOCC3)c(Cl)c2)nc2[nH]ccc12,GQVOLDFSBVIZQO-UHFFFAOYSA-N,7.6,CHEMBL1201862
CHEMBL5774854,CC1(Oc2ccc3[nH]nc(-c4cc(NC5CCOCC5)ncn4)c3c2)CC1,GQXZGFISZSVZBF-UHFFFAOYSA-N,8.77,CHEMBL5725245
CHEMBL5091819,Cc1nn(CC(C)(C)O)cc1Nc1nc(N)c2c(C#N)c(N3CCC[C@H]3C)n(C)c2n1,GQYDPXASLMVZNK-GFCCVEGCSA-N,6.9975,CHEMBL5038598
CHEMBL3694804,CNc1nc(Nc2ccc3c(c2OC)CN(C)C3=O)ncc1C(F)(F)F,GQYFSYZGBIUQLB-UHFFFAOYSA-N,9.0,CHEMBL3638610
CHEMBL5954551,CNC1CCCC(COc2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)C1,GQZYBWGOUXZWGK-UHFFFAOYSA-N,6.52,CHEMBL5729586
CHEMBL5282583,CC(C)(O)[C@@H]1CCN(c2cc(-n3ncc4ccc(-c5ccn[nH]5)cc43)ncn2)C1,GRARLYUCKQLJEU-MRXNPFEDSA-N,7.985,CHEMBL5236618
CHEMBL5835396,Cc1nn(C2CC(C#N)C2)cc1Nc1ncc(Cl)c(OCC2CCN(C)CC2)n1,GRECWPGRKJYMPD-UHFFFAOYSA-N,6.52,CHEMBL5729586
CHEMBL3393452,N#Cc1cccc(-c2c[nH]c3ncnc(N4CC5(COC5)C4)c23)c1,GREDXZCLOSCXST-UHFFFAOYSA-N,5.63,CHEMBL3393009
CHEMBL3939512,Cc1cncc(-c2cc(Nc3nn(C)cc3C(F)(F)F)nc3[nH]cc(C#N)c23)c1,GRGHLILILXVPIC-UHFFFAOYSA-N,6.37,CHEMBL3887011
CHEMBL5808684,Cc1nc(C(=O)Nc2ccc3[nH]nc(-c4ccoc4)c3c2)ccc1C#N,GRVDNGHTXZBPIA-UHFFFAOYSA-N,6.26,CHEMBL5729282
CHEMBL5998722,Cc1cc(C#N)cnc1C(=O)Nc1ccc2[nH]nc(-c3ccc(CN4CCOCC4)s3)c2c1,GRXVPVGHJHQFRK-UHFFFAOYSA-N,6.26,CHEMBL5729282
CHEMBL5889402,COC1CCN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)CC1,GRYGNNKBQWCHAX-UHFFFAOYSA-N,8.99,CHEMBL5725245
CHEMBL5985194,CCN1CCN(c2ccc(Nc3ncc(Cl)c(OCC4CCC(O)CC4)n3)nc2)CC1,GRZHJDCOGJGCRH-UHFFFAOYSA-N,6.9,CHEMBL5729586
CHEMBL5956740,C[C@@H]1CN(c2ccc(Nc3nccc(OCC4CCC(O)CC4)n3)cc2)C[C@H](C)O1,GSGLJWMDGIQBCP-JOIKAWEESA-N,6.9,CHEMBL5729586
CHEMBL6027960,Cc1cnc(Cc2nc3cnc4ccc(C#N)cc4c3n2[C@@H]2CCN(C)C2)o1,GSGVNUZARKZDHD-OAHLLOKOSA-N,8.01,CHEMBL5729083
CHEMBL5791121,Cn1nc(C(C)(C)C#N)cc1Nc1ncc(C(F)(F)F)c(C2CC2)n1,GSHZFGIGCFVLSE-UHFFFAOYSA-N,7.35,CHEMBL5728916
